time_start,model,launch_place,regiune_standard,target_main,target,ora_lansarii,este_sezon_rece,este_noapte,distanta_front_km,scor_infrastructura,vreme_severa,atac
2025-08-02 20:33:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Odesa oblast,Lutsk oblast,Odesa oblast,20,1,0,5.0,5.1,0,0
2026-01-20 12:40:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Volyn oblast,Lviv oblast,Ukraine,12,1,0,5.0,8.8,1,1
2025-12-31 23:59:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Volyn oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,23,0,1,225.35,4.4,1,0
2026-01-23 18:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,18,0,0,405.01,1.0,0,1
2025-04-10 11:52:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Chernihiv oblast,Kyiv oblast,Odesa oblast,11,1,0,297.45,5.7,1,0
2025-02-27 17:05:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Volyn oblast,Lutsk oblast,Odesa oblast,17,0,0,53.57,3.0,1,0
2025-03-08 17:49:00,Iskander-M/KN-23,Kursk oblast and Oryol oblast and Millerovo,Khmelnytskyi oblast,front line,Odesa oblast,17,1,0,5.0,4.4,1,1
2025-12-06 13:12:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Rivne oblast,Donetsk oblast,Ukraine,13,0,0,15.89,3.2,0,1
2025-12-06 00:15:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Cherkasy oblast,Kyiv oblast,Odesa oblast,0,1,1,547.58,7.3,0,0
2025-05-28 13:29:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo",Sumy oblast,Kyiv,Odesa oblast,13,1,0,137.94,7.9,0,1
2025-03-08 08:45:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Vinnytsia oblast,Lviv oblast,Odesa oblast,8,1,0,141.53,3.0,1,0
2025-06-29 02:07:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Zaporizhzhia oblast,Lviv oblast,Odesa oblast,2,0,1,324.11,6.1,1,0
2025-05-16 11:42:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Ternopil oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,11,0,0,343.61,4.7,1,0
2025-11-20 15:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Kherson oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,15,1,0,158.12,6.7,0,1
2025-02-12 16:25:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Shatalovo,Zhytomyr oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,16,0,0,5.0,8.8,0,0
2025-05-23 17:42:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Chernihiv oblast,Kyiv oblast,Ukraine,17,0,0,303.64,1.0,0,0
2025-05-02 03:39:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Sumy oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,3,1,1,9.13,6.7,0,0
2025-05-24 10:33:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Mykolaiv oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,10,1,0,322.56,5.1,0,0
2025-06-13 10:55:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Kyiv (Oblast),Lviv oblast,Odesa oblast,10,0,0,165.92,5.6,1,0
2025-01-27 01:21:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Chernivtsi oblast,Kyiv oblast,Odesa oblast,1,1,1,196.26,2.3,0,0
2025-02-01 09:28:00,Shahed-136/131,Millerovo,Donetsk oblast,Kyiv oblast,Ukraine,9,1,0,87.39,5.7,0,1
2025-04-09 06:40:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Millerovo,Sumy oblast,Kharkiv oblast and Poltava oblast,Ukraine,6,1,0,5.0,5.9,0,1
2025-02-15 21:03:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Khmelnytskyi oblast,Kyiv,Ukraine,21,0,1,290.45,7.6,1,1
2025-03-22 14:22:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Odesa oblast,Kyiv oblast,Ukraine,14,1,0,372.48,5.6,0,1
2025-02-18 00:26:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Zaporizhzhia oblast,Kyiv,Ukraine,0,1,1,252.89,6.9,0,1
2025-05-21 08:48:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo",Volyn oblast,Poltava oblast,Ukraine,8,0,0,162.23,10.0,1,0
2025-03-27 14:04:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Ivano-Frankivsk oblast,Starokostiantyniv,Odesa oblast,14,1,0,594.64,4.3,1,1
2025-10-29 16:02:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Zaporizhzhia oblast,Donetsk oblast,Odesa oblast,16,1,0,75.49,6.0,0,0
2025-03-28 04:18:00,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo,Kyiv (Oraș),Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,4,1,1,319.78,4.3,1,0
2025-05-11 15:01:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Mykolaiv oblast,Donetsk oblast,Odesa oblast,15,0,0,303.22,5.6,0,0
2025-04-12 09:46:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Rivne oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,9,0,0,217.89,6.0,1,0
2025-03-23 14:50:00,Shahed-136/131,Kursk oblast and Millerovo,Khmelnytskyi oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,14,1,0,613.12,5.7,1,1
2025-03-06 04:17:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo and Shatalovo",Rivne oblast,Kyiv,Ukraine,4,1,1,105.84,4.3,1,0
2025-03-07 15:29:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo,Mykolaiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,15,0,0,5.0,6.7,1,1
2025-08-07 16:16:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Vinnytsia oblast,Kremenchuk,Ukraine,16,1,0,197.31,10.0,0,1
2025-08-26 22:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Zaporizhzhia oblast,front line,Odesa oblast,22,0,1,252.1,5.7,1,0
2025-05-28 05:31:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Millerovo,Vinnytsia oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,5,0,1,439.63,1.0,1,1
2025-05-15 20:58:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Poltava oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,20,0,0,5.0,8.1,1,0
2025-04-24 04:20:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo,Khmelnytskyi oblast,Poltava oblast,Ukraine,4,0,1,681.96,2.7,0,1
2025-01-29 09:47:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Zhytomyr oblast,Kyiv oblast,Ukraine,9,0,0,160.31,9.1,0,1
2025-03-20 01:53:00,Shahed-136/131,Millerovo,Chernihiv oblast,Donetsk oblast,Odesa oblast,1,1,1,227.06,7.5,1,0
2025-03-12 05:54:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Odesa oblast,Lviv oblast,Odesa oblast,5,1,1,702.66,7.0,0,0
2025-04-26 12:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Poltava oblast,Kyiv oblast,Ukraine,12,0,0,5.0,10.0,0,1
2025-01-28 13:35:00,Iskander-M/KN-23,Millerovo,Zhytomyr oblast,Kremenchuk,Ukraine,13,1,0,139.95,9.5,1,0
2025-05-24 18:32:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Shatalovo,Zhytomyr oblast,Poltava oblast,Odesa oblast,18,0,0,198.01,1.0,1,0
2025-08-21 16:51:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Lviv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,16,0,0,262.91,8.0,1,1
2025-08-20 12:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Zaporizhzhia oblast, Prymorsk",Sumy oblast,Poltava oblast,Ukraine,12,1,0,429.03,1.0,0,0
2025-02-20 06:52:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Mykolaiv oblast,Lutsk oblast,Odesa oblast,6,0,0,69.51,6.6,1,0
2025-04-24 02:44:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Kirovohrad oblast,Lviv oblast,Ukraine,2,1,1,475.75,4.7,0,1
2025-01-27 19:24:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ivano-Frankivsk oblast,Dnipropetrovsk oblast,Ukraine,19,1,0,82.79,5.7,0,0
2025-06-17 04:04:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Volyn oblast,Kremenchuk,Odesa oblast,4,1,1,5.0,7.5,0,0
2025-03-11 17:53:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,Dnipropetrovsk oblast,Ukraine,17,0,0,162.55,2.3,0,0
2025-10-04 19:35:00,Iskander-M/KN-23,Bryansk oblast and Millerovo and Shatalovo,Vinnytsia oblast,Kyiv,Ukraine,19,0,0,91.99,5.7,1,1
2025-10-05 16:34:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Kherson oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,16,0,0,127.13,4.3,1,1
2025-07-13 15:07:00,Shahed-136/131,Kursk oblast and Millerovo and Shatalovo,Chernivtsi oblast,front line,Ukraine,15,0,0,379.83,3.4,1,0
2025-03-27 03:36:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kyiv (Oblast),Starokostiantyniv,Ukraine,3,1,1,5.0,10.0,1,1
2025-08-29 01:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Zhytomyr oblast,Kyiv oblast,Odesa oblast,1,1,1,11.69,7.1,0,1
2025-03-04 22:44:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Poltava oblast,Kremenchuk,Odesa oblast,22,1,1,5.0,4.4,1,1
2025-07-24 20:37:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Rivne oblast,Kyiv,Ukraine,20,0,0,149.4,1.2,1,0
2025-09-08 15:10:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Sumy oblast,Kharkiv oblast and Poltava oblast,Ukraine,15,0,0,744.58,3.3,0,1
2025-07-23 14:11:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Zaporizhzhia oblast, Prymorsk",Kharkiv oblast,Poltava oblast,Ukraine,14,0,0,267.88,6.6,0,0
2025-05-04 18:52:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Millerovo",Rivne oblast,Lutsk oblast,Ukraine,18,1,0,88.0,8.3,1,0
2025-03-14 18:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Kherson oblast,Starokostiantyniv,Ukraine,18,1,0,5.0,5.1,1,0
2025-02-17 00:11:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Shatalovo,Zakarpattia oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,0,1,1,5.0,6.6,0,1
2026-01-15 02:19:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Kirovohrad oblast,Kyiv,Ukraine,2,0,1,151.57,7.0,0,1
2025-04-28 23:11:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Sumy oblast,Lviv oblast,Odesa oblast,23,1,1,130.89,6.5,1,1
2025-01-26 13:26:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Volyn oblast,Poltava oblast,Odesa oblast,13,0,0,328.57,7.2,1,1
2025-03-22 18:01:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Dnipropetrovsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,18,0,0,539.9,5.3,1,1
2025-02-22 17:40:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Khmelnytskyi oblast,Kyiv,Odesa oblast,17,0,0,100.38,10.0,1,0
2025-06-13 16:45:00,Iskander-M/KN-23,Kursk oblast and Millerovo,Kyiv (Oblast),Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,16,1,0,5.0,9.4,0,1
2025-02-11 07:36:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo,Ivano-Frankivsk oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,7,1,0,98.83,7.6,0,0
2025-02-17 05:08:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Rivne oblast,Kharkiv oblast and Poltava oblast,Ukraine,5,0,1,99.28,9.0,0,0
2025-08-08 06:34:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Odesa oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,6,1,0,146.3,9.1,0,1
2025-02-28 07:16:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Zaporizhzhia oblast,Kharkiv oblast and Poltava oblast,Ukraine,7,1,0,102.32,6.4,1,0
2025-05-31 16:26:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Chernihiv oblast,Donetsk oblast,Odesa oblast,16,0,0,493.06,10.0,1,1
2026-02-03 07:17:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Ivano-Frankivsk oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,7,0,0,5.0,2.7,0,1
2025-03-16 22:21:00,Shahed-136/131,Kursk oblast and Millerovo and Shatalovo,Kirovohrad oblast,Poltava oblast,Ukraine,22,1,1,146.0,4.3,1,0
2025-05-11 03:59:00,Iskander-M/KN-23,Millerovo,Zakarpattia oblast,Lviv oblast,Ukraine,3,0,1,143.75,9.2,1,0
2025-03-26 10:27:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Mykolaiv oblast,Kremenchuk,Ukraine,10,1,0,357.6,9.0,1,1
2025-07-24 04:57:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Chernihiv oblast,Kremenchuk,Ukraine,4,1,1,471.34,3.2,0,1
2025-04-23 02:14:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Mykolaiv oblast,front line,Ukraine,2,1,1,5.0,10.0,0,0
2025-03-01 01:53:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Kirovohrad oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,1,0,1,461.29,6.6,0,0
2025-09-19 06:59:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kyiv (Oblast),Lutsk oblast,Odesa oblast,6,1,0,5.0,9.8,1,0
2025-06-03 10:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Vinnytsia oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,10,0,0,21.76,9.1,1,0
2025-12-31 23:59:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast,Kirovohrad oblast,Kharkiv oblast and Poltava oblast,Ukraine,23,1,1,481.89,10.0,1,0
2025-04-25 18:39:00,Shahed-136/131,"Primorsko-Akhtarsk and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Zaporizhzhia oblast, Prymorsk",Kyiv (Oraș),Starokostiantyniv,Odesa oblast,18,0,0,316.74,1.0,0,0
2025-08-16 13:51:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Zakarpattia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,13,1,0,602.75,3.8,0,1
2025-12-05 03:15:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Zakarpattia oblast,Donetsk oblast,Odesa oblast,3,0,1,297.94,7.1,1,0
2025-11-23 06:53:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Chernivtsi oblast,Donetsk oblast,Ukraine,6,0,0,64.87,7.6,1,1
2025-02-21 10:53:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Donetsk oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,10,0,0,5.0,8.6,0,1
2025-12-23 10:21:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Oryol oblast and Millerovo,Mykolaiv oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,10,0,0,259.84,10.0,1,0
2025-04-23 00:42:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo",Zaporizhzhia oblast,Kharkiv oblast and Poltava oblast,Ukraine,0,1,1,173.02,6.2,1,1
2025-02-08 22:34:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kherson oblast,Dnipropetrovsk oblast,Odesa oblast,22,0,1,172.8,6.0,0,0
2025-12-30 22:38:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Zhytomyr oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,22,0,1,207.53,10.0,0,1
2025-07-18 00:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo",Kherson oblast,Donetsk oblast,Odesa oblast,0,1,1,5.0,8.7,1,1
2025-02-27 22:40:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Poltava oblast,Lutsk oblast,Ukraine,22,1,1,116.1,5.8,1,0
2025-06-29 03:51:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Zhytomyr oblast,front line,Odesa oblast,3,0,1,35.13,8.5,1,0
2025-05-21 23:17:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Ternopil oblast,Kyiv,Odesa oblast,23,0,1,290.4,7.9,1,0
2025-12-31 23:59:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Dnipropetrovsk oblast,Kyiv oblast,Ukraine,23,0,1,135.86,6.1,1,0
2025-02-14 03:58:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Zakarpattia oblast,front line,Odesa oblast,3,0,1,176.59,7.3,1,1
2025-02-17 17:16:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Donetsk oblast,Lviv oblast,Odesa oblast,17,0,0,8.17,7.7,0,1
2025-02-26 11:38:00,Iskander-M/KN-23,Kursk oblast and Oryol oblast and Millerovo,Odesa oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,11,1,0,423.57,4.1,0,1
2025-05-13 05:59:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Shatalovo,Chernivtsi oblast,Kremenchuk,Odesa oblast,5,0,1,464.19,5.6,0,1
2025-03-07 18:49:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Donetsk oblast,front line,Ukraine,18,0,0,92.78,9.7,0,0
2025-10-02 21:21:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast",Rivne oblast,Kyiv oblast,Odesa oblast,21,0,1,308.95,6.8,0,1
2025-05-06 15:39:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Kyiv (Oraș),Kremenchuk,Odesa oblast,15,1,0,290.65,6.6,1,0
2025-03-21 09:06:00,Shahed-136/131,Bryansk oblast and Millerovo and Shatalovo,Odesa oblast,Lviv oblast,Ukraine,9,0,0,184.05,4.5,1,1
2025-04-02 12:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,12,0,0,5.0,8.3,1,1
2025-02-10 17:22:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Hvardiiske, Crimea",Kirovohrad oblast,Starokostiantyniv,Odesa oblast,17,0,0,5.0,9.3,1,1
2026-01-02 08:03:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Khmelnytskyi oblast,Kyiv oblast,Ukraine,8,0,0,479.97,7.8,1,1
2025-02-07 08:12:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Kyiv (Oraș),Donetsk oblast,Odesa oblast,8,0,0,66.98,4.0,1,1
2025-03-18 05:53:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Kharkiv oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,5,0,1,5.0,7.6,1,0
2025-12-06 09:26:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Vinnytsia oblast,Lviv oblast,Ukraine,9,1,0,405.35,8.7,1,1
2025-10-15 15:48:00,Shahed-136/131,Primorsko-Akhtarsk and Millerovo,Chernihiv oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,15,0,0,508.13,9.4,0,0
2025-05-18 23:40:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Kherson oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,23,1,1,269.28,3.4,1,0
2025-09-28 02:58:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Dnipropetrovsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,2,0,1,5.0,6.7,1,0
2025-01-29 17:14:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Rivne oblast,Poltava oblast,Ukraine,17,1,0,108.33,4.6,0,1
2025-04-25 17:46:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Dnipropetrovsk oblast,Kharkiv oblast and Poltava oblast,Ukraine,17,0,0,519.79,1.0,0,1
2025-06-05 05:39:00,Shahed-136/131,Primorsko-Akhtarsk and Millerovo,Kyiv (Oblast),Poltava oblast,Ukraine,5,0,1,379.71,4.9,1,1
